date_year,samplesizeunit,class,scientificname,institutioncode,shoredistance,flags,maximumdepthinmeters,date_start,minimumdepthinmeters,subclass,basisofrecord,sss,sex,sst,family,kingdom,occurrenceid,bathymetry,date_end,species,genus,waterbody,vernacularname,id_node,name,lon,lat,city,country
1981,desconocido,Malacostraca,Phycocaris simulans,MAGNT,1685,['NO_DEPTH'],,1981-10-14,,Eumalacostraca,PreservedSpecimen,34.15,,28.27,Hippolytidae,Animalia,urn:lsid:ozcam.taxonomy.org.au:MAGNT:Crustacea:Cr008701,8.0,1981-10-14,Phycocaris simulans,Phycocaris,,Hairy shrimp,2a57cd59-6799-4579-955e-27c9af97aea4,OBIS Australia,147.3383337,-42.886775,Hobart,Australia
1984,desconocido,Malacostraca,Phycocaris simulans,MAGNT,2007,['NO_DEPTH'],,1984-08-28,,Eumalacostraca,PreservedSpecimen,33.82,,28.51,Hippolytidae,Animalia,urn:lsid:ozcam.taxonomy.org.au:MAGNT:Crustacea:Cr001923,3.0,1984-08-28,Phycocaris simulans,Phycocaris,,Hairy shrimp,2a57cd59-6799-4579-955e-27c9af97aea4,OBIS Australia,147.3383337,-42.886775,Hobart,Australia
1981,desconocido,Malacostraca,Phycocaris simulans,MAGNT,205,['NO_DEPTH'],,1981-09-16,,Eumalacostraca,PreservedSpecimen,33.73,,28.52,Hippolytidae,Animalia,urn:lsid:ozcam.taxonomy.org.au:MAGNT:Crustacea:Cr000065,2.0,1981-09-16,Phycocaris simulans,Phycocaris,,Hairy shrimp,2a57cd59-6799-4579-955e-27c9af97aea4,OBIS Australia,147.3383337,-42.886775,Hobart,Australia
1916,desconocido,Malacostraca,Phycocaris simulans,CMLRE,9488,['NO_DEPTH'],,1916-01-01,,Eumalacostraca,HumanObservation,32.34,,28.84,Hippolytidae,Animalia,6558,1265.0,1916-12-31,Phycocaris simulans,Phycocaris,,Hairy shrimp,1a3b0f1a-4474-4d73-9ee1-d28f92a83996,IndOBIS,76.340945,10.004824,Ernakulam,India
1916,desconocido,Malacostraca,Phycocaris simulans,NCL,77172,['NO_DEPTH'],,1916-07-02,,Eumalacostraca,HumanObservation,32.43,,28.91,Hippolytidae,Animalia,,1324.0,1916-07-02,Phycocaris simulans,Phycocaris,,Hairy shrimp,310922b4-9d0c-4de1-92d7-9b442d34765b,OBIS Secretariat,2.9294803,51.2332828,Ostend,Belgium
2012,desconocido,Malacostraca,Phycocaris simulans,UF,720,['NO_DEPTH'],,2012-01-30,,Eumalacostraca,PreservedSpecimen,35.95,,27.7,Hippolytidae,Animalia,1221D877-0E6B-4F8C-8E17-60D83EA20EAF,-1.0,2012-01-30,Phycocaris simulans,Phycocaris,,Hairy shrimp,b7c47783-a020-4173-b390-7b57c4fa1426,OBIS USA,-105.2749529,40.0069147,Boulder,United States
1982,desconocido,Malacostraca,Phycocaris simulans,MAGNT,574,['NO_DEPTH'],,1982-09-19,,Eumalacostraca,PreservedSpecimen,33.73,,28.52,Hippolytidae,Animalia,urn:lsid:ozcam.taxonomy.org.au:MAGNT:Crustacea:Cr003141,2.0,1982-09-19,Phycocaris simulans,Phycocaris,,Hairy shrimp,2a57cd59-6799-4579-955e-27c9af97aea4,OBIS Australia,147.3383337,-42.886775,Hobart,Australia
1916,desconocido,Malacostraca,Phycocaris simulans,NCL,-39,"['NO_DEPTH', 'ON_LAND']",,1916-07-02,,Eumalacostraca,HumanObservation,32.26,,28.85,Hippolytidae,Animalia,,6.0,1916-07-02,Phycocaris simulans,Phycocaris,,Hairy shrimp,310922b4-9d0c-4de1-92d7-9b442d34765b,OBIS Secretariat,2.9294803,51.2332828,Ostend,Belgium
1982,desconocido,Malacostraca,Phycocaris simulans,MAGNT,38,['NO_DEPTH'],,1982-12-03,,Eumalacostraca,PreservedSpecimen,33.73,,28.52,Hippolytidae,Animalia,urn:lsid:ozcam.taxonomy.org.au:MAGNT:Crustacea:Cr003143,1.0,1982-12-03,Phycocaris simulans,Phycocaris,,Hairy shrimp,2a57cd59-6799-4579-955e-27c9af97aea4,OBIS Australia,147.3383337,-42.886775,Hobart,Australia
1916,desconocido,Malacostraca,Phycocaris simulans,NCL,2986,['NO_DEPTH'],,1916-07-02,,Eumalacostraca,HumanObservation,32.85,,28.91,Hippolytidae,Animalia,,26.0,1916-07-02,Phycocaris simulans,Phycocaris,,Hairy shrimp,310922b4-9d0c-4de1-92d7-9b442d34765b,OBIS Secretariat,2.9294803,51.2332828,Ostend,Belgium
1982,desconocido,Malacostraca,Phycocaris simulans,MAGNT,574,['NO_DEPTH'],,1982-09-20,,Eumalacostraca,PreservedSpecimen,33.73,,28.52,Hippolytidae,Animalia,urn:lsid:ozcam.taxonomy.org.au:MAGNT:Crustacea:Cr003142,2.0,1982-09-20,Phycocaris simulans,Phycocaris,,Hairy shrimp,2a57cd59-6799-4579-955e-27c9af97aea4,OBIS Australia,147.3383337,-42.886775,Hobart,Australia
1985,desconocido,Malacostraca,Phycocaris simulans,MAGNT,425,['NO_DEPTH'],,1985-10-17,,Eumalacostraca,PreservedSpecimen,33.73,,28.52,Hippolytidae,Animalia,urn:lsid:ozcam.taxonomy.org.au:MAGNT:Crustacea:Cr003369,2.0,1985-10-17,Phycocaris simulans,Phycocaris,,Hairy shrimp,2a57cd59-6799-4579-955e-27c9af97aea4,OBIS Australia,147.3383337,-42.886775,Hobart,Australia
1984,desconocido,Malacostraca,Phycocaris simulans,MAGNT,1224,['NO_DEPTH'],,1984-10-25,,Eumalacostraca,PreservedSpecimen,33.82,,28.5,Hippolytidae,Animalia,urn:lsid:ozcam.taxonomy.org.au:MAGNT:Crustacea:Cr002536,1.0,1984-10-25,Phycocaris simulans,Phycocaris,,Hairy shrimp,2a57cd59-6799-4579-955e-27c9af97aea4,OBIS Australia,147.3383337,-42.886775,Hobart,Australia
1916,desconocido,Malacostraca,Phycocaris simulans,NCL,9488,['NO_DEPTH'],,1916-07-02,,Eumalacostraca,HumanObservation,32.34,,28.84,Hippolytidae,Animalia,,1265.0,1916-07-02,Phycocaris simulans,Phycocaris,,Hairy shrimp,310922b4-9d0c-4de1-92d7-9b442d34765b,OBIS Secretariat,2.9294803,51.2332828,Ostend,Belgium
2005,desconocido,Teleostei,Cheilinus undulatus,CRED,719,sin observaciones,20.0467,2005-10-20,20.0467,,HumanObservation,35.08,,27.92,Labridae,Animalia,,2.0,2005-10-20,Cheilinus undulatus,Cheilinus,,Napoleon fish,310922b4-9d0c-4de1-92d7-9b442d34765b,OBIS Secretariat,2.9294803,51.2332828,Ostend,Belgium
2023,DNA Sequence reads,Teleostei,Cheilinus undulatus,sin datos,-19,"['NO_DEPTH', 'ON_LAND']",,2023-04-02,,,MachineObservation,35.08,,27.13,Labridae,Animalia,asv.2903_EE0473_12s_mimammal,-1.0,2023-04-02,Cheilinus undulatus,Cheilinus,,Napoleon fish,310922b4-9d0c-4de1-92d7-9b442d34765b,OBIS Secretariat,2.9294803,51.2332828,Ostend,Belgium
2009,desconocido,Teleostei,Cheilinus undulatus,CRED,-728,"['DEPTH_EXCEEDS_BATH', 'ON_LAND']",14.7501,2009-04-21,14.7501,,HumanObservation,34.64,,28.79,Labridae,Animalia,,-339.0,2009-04-21,Cheilinus undulatus,Cheilinus,,Napoleon fish,310922b4-9d0c-4de1-92d7-9b442d34765b,OBIS Secretariat,2.9294803,51.2332828,Ostend,Belgium
2023,DNA Sequence reads,Teleostei,Cheilinus undulatus,sin datos,467,['NO_DEPTH'],,2023-04-24,,,MachineObservation,35.07,,27.13,Labridae,Animalia,asv.93_EE0490_12s_teleo,-1.0,2023-04-24,Cheilinus undulatus,Cheilinus,,Napoleon fish,310922b4-9d0c-4de1-92d7-9b442d34765b,OBIS Secretariat,2.9294803,51.2332828,Ostend,Belgium
1960,desconocido,Teleostei,Cheilinus undulatus,CAS,494,sin observaciones,1.83,1960-01-14,0.0,,PreservedSpecimen,33.95,,29.15,Labridae,Animalia,urn:catalog:CAS:ICH:229387,-9.0,1960-01-14,Cheilinus undulatus,Cheilinus,,Napoleon fish,b7c47783-a020-4173-b390-7b57c4fa1426,OBIS USA,-105.2749529,40.0069147,Boulder,United States
2010,desconocido,Teleostei,Cheilinus undulatus,CRED,1108,sin observaciones,11.1749,2010-03-03,11.1749,,HumanObservation,35.29,,28.6,Labridae,Animalia,,6.0,2010-03-03,Cheilinus undulatus,Cheilinus,,Napoleon fish,310922b4-9d0c-4de1-92d7-9b442d34765b,OBIS Secretariat,2.9294803,51.2332828,Ostend,Belgium
1996,desconocido,Teleostei,Cheilinus undulatus,AIMS,816,sin observaciones,10.0,1996-02-10,0.0,,HumanObservation,35.41,,25.22,Labridae,Animalia,urn:catalog:AIMS:Fish_LTMP:1064476,14.76,1996-02-10,Cheilinus undulatus,Cheilinus,,Napoleon fish,2a57cd59-6799-4579-955e-27c9af97aea4,OBIS Australia,147.3383337,-42.886775,Hobart,Australia
2017,desconocido,Teleostei,Cheilinus undulatus,AIMS,14851,sin observaciones,10.0,2017-01-26,0.0,,HumanObservation,35.24,,25.29,Labridae,Animalia,urn:catalog:AIMS:Fish_LTMP:c2139d80-e390-11e6-a1b4-d4bed94e66aa,4.75,2017-01-26,Cheilinus undulatus,Cheilinus,,Napoleon fish,2a57cd59-6799-4579-955e-27c9af97aea4,OBIS Australia,147.3383337,-42.886775,Hobart,Australia
2004,desconocido,Teleostei,Cheilinus undulatus,AIMS,4389,sin observaciones,55.0,2004-10-26,55.0,,HumanObservation,34.77,,28.0,Labridae,Animalia,DEH_20_1_269,185.0,2004-10-26,Cheilinus undulatus,Cheilinus,,Napoleon fish,2a57cd59-6799-4579-955e-27c9af97aea4,OBIS Australia,147.3383337,-42.886775,Hobart,Australia
2012,desconocido,Teleostei,Cheilinus undulatus,AIMS,14975,sin observaciones,10.0,2012-02-20,0.0,,HumanObservation,35.0,,26.44,Labridae,Animalia,urn:catalog:AIMS:Fish_LTMP:045d7b50-5cca-11e1-801b-0022fbb9d9ae,5.83,2012-02-20,Cheilinus undulatus,Cheilinus,,Napoleon fish,2a57cd59-6799-4579-955e-27c9af97aea4,OBIS Australia,147.3383337,-42.886775,Hobart,Australia
2005,desconocido,Teleostei,Cheilinus undulatus,AIMS,25989,sin observaciones,10.0,2005-11-27,0.0,,HumanObservation,35.02,,26.35,Labridae,Animalia,urn:catalog:AIMS:Fish_LTMP:1813704,3.51,2005-11-27,Cheilinus undulatus,Cheilinus,,Napoleon fish,2a57cd59-6799-4579-955e-27c9af97aea4,OBIS Australia,147.3383337,-42.886775,Hobart,Australia
2002,desconocido,Teleostei,Cheilinus undulatus,AIMS,18959,sin observaciones,10.0,2002-07-30,0.0,,HumanObservation,34.89,,26.66,Labridae,Animalia,urn:catalog:AIMS:Fish_LTMP:1588750,5.34,2002-07-30,Cheilinus undulatus,Cheilinus,,Napoleon fish,2a57cd59-6799-4579-955e-27c9af97aea4,OBIS Australia,147.3383337,-42.886775,Hobart,Australia
2008,desconocido,Teleostei,Cheilinus undulatus,CRED,36896,sin observaciones,17.204,2008-03-31,17.204,,HumanObservation,34.82,,28.03,Labridae,Animalia,,3450.0,2008-03-31,Cheilinus undulatus,Cheilinus,,Napoleon fish,310922b4-9d0c-4de1-92d7-9b442d34765b,OBIS Secretariat,2.9294803,51.2332828,Ostend,Belgium
2014,desconocido,Teleostei,Cheilinus undulatus,Diveboard,17909,sin observaciones,30.8,2014-10-28,0.0,,Occurrence,38.64,,26.01,Labridae,Animalia,diveboard:182757_224260_0,727.2,2014-10-28,Cheilinus undulatus,Cheilinus,,Napoleon fish,4bf79a01-65a9-4db6-b37b-18434f26ddfc,EurOBIS,2.9294803,51.2332828,Ostend,Belgium
1998,desconocido,Teleostei,Cheilinus undulatus,AIMS,30581,sin observaciones,10.0,1998-01-25,0.0,,HumanObservation,34.97,,26.46,Labridae,Animalia,urn:catalog:AIMS:Fish_LTMP:1289772,1.56,1998-01-25,Cheilinus undulatus,Cheilinus,,Napoleon fish,2a57cd59-6799-4579-955e-27c9af97aea4,OBIS Australia,147.3383337,-42.886775,Hobart,Australia
2014,desconocido,Teleostei,Cheilinus undulatus,Diveboard,9090,sin observaciones,31.1,2014-08-12,0.0,,Occurrence,38.61,,26.1,Labridae,Animalia,diveboard:173153_224260_0,1.8,2014-08-12,Cheilinus undulatus,Cheilinus,,Napoleon fish,4bf79a01-65a9-4db6-b37b-18434f26ddfc,EurOBIS,2.9294803,51.2332828,Ostend,Belgium
2017,meter radius,Teleostei,Cheilinus undulatus,USDOC/NOAA/NMFS/PIFSC/ESD,129,['DEPTH_EXCEEDS_BATH'],10.8,2017-05-15,7.6,,HumanObservation,34.58,,28.83,Labridae,Animalia,SAI-917 : 2017-05-16 : A : replicateID 1845964483 : objectID 2338472,-72.0,2017-05-15,Cheilinus undulatus,Cheilinus,North Pacific Ocean,Napoleon fish,b7c47783-a020-4173-b390-7b57c4fa1426,OBIS USA,-105.2749529,40.0069147,Boulder,United States
2001,desconocido,Teleostei,Cheilinus undulatus,CRED,36896,sin observaciones,9.252,2001-02-19,9.252,,HumanObservation,34.82,,28.03,Labridae,Animalia,,3450.0,2001-02-19,Cheilinus undulatus,Cheilinus,,Napoleon fish,310922b4-9d0c-4de1-92d7-9b442d34765b,OBIS Secretariat,2.9294803,51.2332828,Ostend,Belgium
2002,square meters,Teleostei,Cheilinus undulatus,USDOC/NOAA/NMFS/PIFSC/ESD,470,sin observaciones,14.0,2002-02-11,14.0,,HumanObservation,35.21,,28.67,Labridae,Animalia,PIFSC:ESD:replicateID_15303422:4_m:objectID_1380600,176.0,2002-02-11,Cheilinus undulatus,Cheilinus,South Pacific Ocean,Napoleon fish,b7c47783-a020-4173-b390-7b57c4fa1426,OBIS USA,-105.2749529,40.0069147,Boulder,United States
2008,desconocido,Teleostei,Cheilinus undulatus,CRED,36896,sin observaciones,12.74,2008-03-30,12.74,,HumanObservation,34.82,,28.03,Labridae,Animalia,,3450.0,2008-03-30,Cheilinus undulatus,Cheilinus,,Napoleon fish,310922b4-9d0c-4de1-92d7-9b442d34765b,OBIS Secretariat,2.9294803,51.2332828,Ostend,Belgium
2015,desconocido,Teleostei,Cheilinus undulatus,AM,101,['NO_DEPTH'],,2015-01-12,,,HumanObservation,34.93,,26.45,Labridae,Animalia,85e68618-151e-4805-9b13-54a42db92c2a,3.26,2015-01-12,Cheilinus undulatus,Cheilinus,,Napoleon fish,2a57cd59-6799-4579-955e-27c9af97aea4,OBIS Australia,147.3383337,-42.886775,Hobart,Australia
2011,desconocido,Teleostei,Cheilinus undulatus,AIMS,62375,sin observaciones,10.0,2011-05-05,0.0,,HumanObservation,35.14,,26.05,Labridae,Animalia,urn:catalog:AIMS:Fish_LTMP:fba7b440-793e-11e0-87dc-0022fbb9d9ae,3.46,2011-05-05,Cheilinus undulatus,Cheilinus,,Napoleon fish,2a57cd59-6799-4579-955e-27c9af97aea4,OBIS Australia,147.3383337,-42.886775,Hobart,Australia
2023,DNA Sequence reads,Teleostei,Cheilinus undulatus,sin datos,591,['NO_DEPTH'],,2023-03-27,,,MachineObservation,35.08,,27.11,Labridae,Animalia,asv.2903_EE0489_12s_mimammal,2.0,2023-03-27,Cheilinus undulatus,Cheilinus,,Napoleon fish,310922b4-9d0c-4de1-92d7-9b442d34765b,OBIS Secretariat,2.9294803,51.2332828,Ostend,Belgium
2008,desconocido,Teleostei,Cheilinus undulatus,AIMS,290,sin observaciones,10.0,2008-10-31,0.0,,HumanObservation,34.93,,26.45,Labridae,Animalia,urn:catalog:AIMS:Fish_LTMP:75b3dcf0-a8bd-11dd-84b0-000d9d8c6707,7.21,2008-10-31,Cheilinus undulatus,Cheilinus,,Napoleon fish,2a57cd59-6799-4579-955e-27c9af97aea4,OBIS Australia,147.3383337,-42.886775,Hobart,Australia
2005,desconocido,Teleostei,Cheilinus undulatus,CRED,719,sin observaciones,0.0,2005-10-18,0.0,,HumanObservation,35.08,,27.92,Labridae,Animalia,,2.0,2005-10-18,Cheilinus undulatus,Cheilinus,,Napoleon fish,310922b4-9d0c-4de1-92d7-9b442d34765b,OBIS Secretariat,2.9294803,51.2332828,Ostend,Belgium
2007,desconocido,Teleostei,Cheilinus undulatus,SPC,5438,['NO_DEPTH'],,2007-08-22,,,HumanObservation,34.36,,28.34,Labridae,Animalia,A765B15C-9E7B-442D-8679-0CC71D231284_R_984A4E56-EDEE-4ABF-8603-6F86E6717F8D,2.0,2007-08-22,Cheilinus undulatus,Cheilinus,Pacific Ocean,Napoleon fish,6c17c09e-5cc2-4d5a-8463-e866731d35a1,SWP OBIS,174.7596359,-36.8441406,Waitematā,New Zealand
,desconocido,Teleostei,Cheilinus undulatus,SPC,129,['NO_DEPTH'],,,,,HumanObservation,34.36,,29.46,Labridae,Animalia,890F77D5-2322-47DF-A946-3F322AF89D4D_L_984A4E56-EDEE-4ABF-8603-6F86E6717F8D,517.0,,Cheilinus undulatus,Cheilinus,Pacific Ocean,Napoleon fish,6c17c09e-5cc2-4d5a-8463-e866731d35a1,SWP OBIS,174.7596359,-36.8441406,Waitematā,New Zealand
2014,desconocido,Teleostei,Cheilinus undulatus,Diveboard,600,sin observaciones,16.0,2014-05-25,0.0,,Occurrence,38.65,,25.92,Labridae,Animalia,diveboard:141610_224260_0,19.6,2014-05-25,Cheilinus undulatus,Cheilinus,,Napoleon fish,4bf79a01-65a9-4db6-b37b-18434f26ddfc,EurOBIS,2.9294803,51.2332828,Ostend,Belgium
1997,desconocido,Teleostei,Cheilinus undulatus,AIMS,19105,sin observaciones,10.0,1997-10-14,0.0,,HumanObservation,34.87,,26.73,Labridae,Animalia,urn:catalog:AIMS:Fish_LTMP:1118848,8.31,1997-10-14,Cheilinus undulatus,Cheilinus,,Napoleon fish,2a57cd59-6799-4579-955e-27c9af97aea4,OBIS Australia,147.3383337,-42.886775,Hobart,Australia
2006,meter radius,Teleostei,Cheilinus undulatus,USDOC/NOAA/NMFS/PIFSC/ESD,96,sin observaciones,13.0,2006-02-18,13.0,,HumanObservation,35.14,,28.69,Labridae,Animalia,PIFSC:ESD:siteVisitID_805:replicateID_162105321:objectID_1492820,-21.0,2006-02-18,Cheilinus undulatus,Cheilinus,South Pacific Ocean,Napoleon fish,b7c47783-a020-4173-b390-7b57c4fa1426,OBIS USA,-105.2749529,40.0069147,Boulder,United States
2018,meter radius,Teleostei,Cheilinus undulatus,USDOC/NOAA/NMFS/PIFSC/ESD,3516,sin observaciones,21.3,2018-08-06,21.3,,HumanObservation,34.72,,28.06,Labridae,Animalia,PAL-900 : 2018-08-06 : A : replicateID 1845967476 : objectID 2417693,2.0,2018-08-06,Cheilinus undulatus,Cheilinus,North Pacific Ocean,Napoleon fish,b7c47783-a020-4173-b390-7b57c4fa1426,OBIS USA,-105.2749529,40.0069147,Boulder,United States
2005,desconocido,Teleostei,Cheilinus undulatus,CRED,719,sin observaciones,16.6602,2005-10-21,16.6602,,HumanObservation,35.08,,27.92,Labridae,Animalia,,2.0,2005-10-21,Cheilinus undulatus,Cheilinus,,Napoleon fish,310922b4-9d0c-4de1-92d7-9b442d34765b,OBIS Secretariat,2.9294803,51.2332828,Ostend,Belgium
2023,DNA Sequence reads,Teleostei,Cheilinus undulatus,sin datos,6798,['NO_DEPTH'],,2023-03-01,,,MachineObservation,34.98,,26.08,Labridae,Animalia,asv.65_EE0271_12s_teleo,291.0,2023-03-01,Cheilinus undulatus,Cheilinus,,Napoleon fish,310922b4-9d0c-4de1-92d7-9b442d34765b,OBIS Secretariat,2.9294803,51.2332828,Ostend,Belgium
2004,meter radius,Teleostei,Cheilinus undulatus,USDOC/NOAA/NMFS/PIFSC/ESD,261,sin observaciones,18.0,2004-02-17,18.0,,HumanObservation,35.01,,29.13,Labridae,Animalia,PIFSC:ESD:siteVisitID_482:replicateID_88903111:objectID_1444607,-8.0,2004-02-17,Cheilinus undulatus,Cheilinus,South Pacific Ocean,Napoleon fish,b7c47783-a020-4173-b390-7b57c4fa1426,OBIS USA,-105.2749529,40.0069147,Boulder,United States
1958,desconocido,Teleostei,Cheilinus undulatus,CAS,300,sin observaciones,2.74,1958-10-10,0.0,,PreservedSpecimen,34.35,,28.95,Labridae,Animalia,urn:catalog:CAS:ICH:229382,17.0,1958-10-10,Cheilinus undulatus,Cheilinus,,Napoleon fish,b7c47783-a020-4173-b390-7b57c4fa1426,OBIS USA,-105.2749529,40.0069147,Boulder,United States
2006,desconocido,Teleostei,Cheilinus undulatus,SPC,1812,['NO_DEPTH'],,2006-04-24,,,HumanObservation,33.95,,29.15,Labridae,Animalia,AD377987-0E5C-40D5-9C62-B47C0BCCADD2_L_984A4E56-EDEE-4ABF-8603-6F86E6717F8D,103.0,2006-04-24,Cheilinus undulatus,Cheilinus,Pacific Ocean,Napoleon fish,6c17c09e-5cc2-4d5a-8463-e866731d35a1,SWP OBIS,174.7596359,-36.8441406,Waitematā,New Zealand
2015,meter radius,Teleostei,Cheilinus undulatus,USDOC/NOAA/NMFS/PIFSC/ESD,5432,sin observaciones,21.0,2015-04-18,21.0,,HumanObservation,34.72,,28.06,Labridae,Animalia,PAL-432 : 2015-04-18 : A : replicateID 1845962142 : objectID 2114917,17.0,2015-04-18,Cheilinus undulatus,Cheilinus,North Pacific Ocean,Napoleon fish,b7c47783-a020-4173-b390-7b57c4fa1426,OBIS USA,-105.2749529,40.0069147,Boulder,United States
2003,desconocido,Teleostei,Cheilinus undulatus,SPC,1021,['NO_DEPTH'],,2003-06-25,,,HumanObservation,34.76,,28.0,Labridae,Animalia,4A5924F8-3E8A-47A3-833D-F89D79FF0BD1_L_984A4E56-EDEE-4ABF-8603-6F86E6717F8D,7.0,2003-06-25,Cheilinus undulatus,Cheilinus,Pacific Ocean,Napoleon fish,6c17c09e-5cc2-4d5a-8463-e866731d35a1,SWP OBIS,174.7596359,-36.8441406,Waitematā,New Zealand
2014,meter radius,Teleostei,Cheilinus undulatus,USDOC/NOAA/NMFS/PIFSC/ESD,125,sin observaciones,12.7,2014-05-05,12.7,,HumanObservation,34.66,,28.73,Labridae,Animalia,GUG-127 : 2014-05-06 : A : replicateID 1845959896 : objectID 1999136,86.0,2014-05-05,Cheilinus undulatus,Cheilinus,North Pacific Ocean,Napoleon fish,b7c47783-a020-4173-b390-7b57c4fa1426,OBIS USA,-105.2749529,40.0069147,Boulder,United States
2015,meter radius,Teleostei,Cheilinus undulatus,USDOC/NOAA/NMFS/PIFSC/ESD,440,sin observaciones,23.2,2015-03-21,23.2,,HumanObservation,35.2,,28.7,Labridae,Animalia,OFU-537 : 2015-03-21 : A : replicateID 1845961744 : objectID 2091716,-9.0,2015-03-21,Cheilinus undulatus,Cheilinus,South Pacific Ocean,Napoleon fish,b7c47783-a020-4173-b390-7b57c4fa1426,OBIS USA,-105.2749529,40.0069147,Boulder,United States
2013,desconocido,Teleostei,Cheilinus undulatus,AIMS,12825,sin observaciones,10.0,2013-01-12,0.0,,HumanObservation,34.99,,26.51,Labridae,Animalia,urn:catalog:AIMS:Fish_LTMP:5427f310-5c8b-11e2-adc7-74e5434f2f88,8.0,2013-01-12,Cheilinus undulatus,Cheilinus,,Napoleon fish,2a57cd59-6799-4579-955e-27c9af97aea4,OBIS Australia,147.3383337,-42.886775,Hobart,Australia
2001,desconocido,Teleostei,Cheilinus undulatus,AIMS,101108,sin observaciones,10.0,2001-11-04,0.0,,HumanObservation,35.12,,25.89,Labridae,Animalia,urn:catalog:AIMS:Fish_LTMP:1548424,9.25,2001-11-04,Cheilinus undulatus,Cheilinus,,Napoleon fish,2a57cd59-6799-4579-955e-27c9af97aea4,OBIS Australia,147.3383337,-42.886775,Hobart,Australia
1959,desconocido,Teleostei,Cheilinus undulatus,CAS,971,sin observaciones,1.22,1959-08-06,0.0,,PreservedSpecimen,33.83,,29.22,Labridae,Animalia,urn:catalog:CAS:ICH:73009,4.0,1959-08-06,Cheilinus undulatus,Cheilinus,,Napoleon fish,b7c47783-a020-4173-b390-7b57c4fa1426,OBIS USA,-105.2749529,40.0069147,Boulder,United States
2005,desconocido,Teleostei,Cheilinus undulatus,CRED,719,sin observaciones,16.518,2005-10-21,16.518,,HumanObservation,35.08,,27.92,Labridae,Animalia,,2.0,2005-10-21,Cheilinus undulatus,Cheilinus,,Napoleon fish,310922b4-9d0c-4de1-92d7-9b442d34765b,OBIS Secretariat,2.9294803,51.2332828,Ostend,Belgium
2007,desconocido,Teleostei,Cheilinus undulatus,AIMS,33836,sin observaciones,29.0,2007-02-13,29.0,,HumanObservation,35.44,,23.99,Labridae,Animalia,RAPWWbA_4_2212,28.78,2007-02-13,Cheilinus undulatus,Cheilinus,,Napoleon fish,2a57cd59-6799-4579-955e-27c9af97aea4,OBIS Australia,147.3383337,-42.886775,Hobart,Australia
2015,meter radius,Teleostei,Cheilinus undulatus,USDOC/NOAA/NMFS/PIFSC/ESD,4166,sin observaciones,23.2,2015-04-20,23.2,,HumanObservation,34.72,,28.06,Labridae,Animalia,PAL-447 : 2015-04-20 : A : replicateID 1845962173 : objectID 2116701,2.0,2015-04-20,Cheilinus undulatus,Cheilinus,North Pacific Ocean,Napoleon fish,b7c47783-a020-4173-b390-7b57c4fa1426,OBIS USA,-105.2749529,40.0069147,Boulder,United States
2009,desconocido,Teleostei,Cheilinus undulatus,AIMS,24174,sin observaciones,10.0,2009-11-26,0.0,,HumanObservation,35.0,,26.34,Labridae,Animalia,urn:catalog:AIMS:Fish_LTMP:6c3f2630-db2e-11de-a8f3-001c234c9c0b,7.01,2009-11-26,Cheilinus undulatus,Cheilinus,,Napoleon fish,2a57cd59-6799-4579-955e-27c9af97aea4,OBIS Australia,147.3383337,-42.886775,Hobart,Australia
2010,desconocido,Teleostei,Cheilinus undulatus,CRED,1108,sin observaciones,19.3138,2010-03-05,19.3138,,HumanObservation,35.29,,28.6,Labridae,Animalia,,6.0,2010-03-05,Cheilinus undulatus,Cheilinus,,Napoleon fish,310922b4-9d0c-4de1-92d7-9b442d34765b,OBIS Secretariat,2.9294803,51.2332828,Ostend,Belgium
2006,desconocido,Teleostei,Cheilinus undulatus,SPC,500,['NO_DEPTH'],,2006-11-06,,,HumanObservation,34.49,,28.06,Labridae,Animalia,F24D22DA-3F7D-4CF9-95C0-EC6FEAA0CD0D_L_984A4E56-EDEE-4ABF-8603-6F86E6717F8D,7.94,2006-11-06,Cheilinus undulatus,Cheilinus,Pacific Ocean,Napoleon fish,6c17c09e-5cc2-4d5a-8463-e866731d35a1,SWP OBIS,174.7596359,-36.8441406,Waitematā,New Zealand
2017,DNA sequence reads,Teleostei,Cheilinus undulatus,Curtin University,228,sin observaciones,0.5,2017-04-23,0.5,,MaterialSample,34.2,,27.77,Labridae,Animalia,4-53,-2.0,2017-04-23,Cheilinus undulatus,Cheilinus,,Napoleon fish,2a57cd59-6799-4579-955e-27c9af97aea4,OBIS Australia,147.3383337,-42.886775,Hobart,Australia
2004,desconocido,Teleostei,Cheilinus undulatus,CRED,36896,['NO_DEPTH'],,2004-03-29,,,HumanObservation,34.82,,28.03,Labridae,Animalia,,3450.0,2004-03-29,Cheilinus undulatus,Cheilinus,,Napoleon fish,310922b4-9d0c-4de1-92d7-9b442d34765b,OBIS Secretariat,2.9294803,51.2332828,Ostend,Belgium
2015,meter radius,Teleostei,Cheilinus undulatus,UOGML,588,sin observaciones,5.0,2015-08-03,3.0,,HumanObservation,33.94,,29.16,Labridae,Animalia,UoGML:MC:Fish:2015-08-04:site_YAP-3:SPC_rep_6:objectID_40812,19.0,2015-08-03,Cheilinus undulatus,Cheilinus,North Pacific Ocean,Napoleon fish,b7c47783-a020-4173-b390-7b57c4fa1426,OBIS USA,-105.2749529,40.0069147,Boulder,United States
